Influencer insta name,Category,Followers,Top audience country,Authentic engagement,Engagement average
nba,Sports with a ball,65800000.0,United States,40600.0,68200.0
ncentineo,Cinema & Actors/actresses,17000000.0,Brazil,200300.0,333600.0
nct,Music,13600000.0,Indonesia,624900.0,819900.0
nct_dream,Music,9200000.0,Indonesia,576300.0,642900.0
nct127,Music,13700000.0,Indonesia,787200.0,972300.0
nehakakkar,Music,68500000.0,India,664800.0,774400.0
nehasharmaofficial,Cinema & Actors/actresses,13900000.0,India,232800.0,267600.0
neslihanatagul,Cinema & Actors/actresses,13000000.0,Turkey,670600.0,842600.0
nessabarrett,Music,6600000.0,United States,340200.0,461300.0
netflix,Cinema & Actors/actresses,29500000.0,Brazil,65000.0,105900.0
netflixbrasil,Shows,29900000.0,Brazil,103700.0,177500.0
neymarjr,Sports with a ball,172000000.0,Brazil,1600000.0,2300000.0
niallhoran,Music,29400000.0,United States,1200000.0,1800000.0
nianaguerrero,Music,14000000.0,Indonesia,410600.0,514800.0
nicki.nicole,Music,11500000.0,Argentina,876200.0,1300000.0
nickiminaj,Music,181600000.0,United States,393700.0,615200.0
nickjonas,Music,32300000.0,United States,164000.0,233000.0
nickyjam,Music,42700000.0,Colombia,290900.0,347000.0
nicolegarcia,Lifestyle,5300000.0,Mexico,384900.0,503400.0
nike,Fitness & Gym,208900000.0,United States,129500.0,175500.0
nikefootball,Sports with a ball,44300000.0,Brazil,74800.0,117400.0
nikitadragun,Beauty,9100000.0,United States,368000.0,562100.0
nikkietutorials,Beauty,15600000.0,United States,353800.0,480500.0
nina,Cinema & Actors/actresses,25500000.0,Brazil,778500.0,1100000.0
nita_shilimkar,Fashion,10300000.0,India,351100.0,464900.0
noahbeck,Sports with a ball,9000000.0,United States,317300.0,523000.0
noahschnapp,Cinema & Actors/actresses,20100000.0,Brazil,1300000.0,1700000.0
nobru,Music,13200000.0,United States,0.0,350200.0
nobru,Machinery & Technologies,13200000.0,United States,0.0,350100.0
nodal,Music,8400000.0,Mexico,252400.0,415500.0
nolimitherbo,Music,7400000.0,United States,156200.0,374700.0
noorstars,Shows,12600000.0,Iraq,149500.0,199600.0
norafatehi,Cinema & Actors/actresses,38600000.0,India,865800.0,1100000.0
normani,Lifestyle,7000000.0,United States,313800.0,490900.0
nusr_et,Food & Cooking,43500000.0,Turkey,192900.0,285400.0
o.dembele7,Sports with a ball,10300000.0,Spain,468600.0,804000.0
obj,Sports with a ball,15800000.0,United States,339500.0,645800.0
obx,Music,5400000.0,United States,587300.0,1100000.0
officialslystallone,Art/Artists,14800000.0,United States,162900.0,206300.0
offsetyrn,Music,19700000.0,United States,313300.0,559800.0
oliviarodrigo,Music,22900000.0,India,2800000.0,3500000.0
onwardwanna,Lifestyle,5100000.0,United States,1000000.0,1700000.0
onyourm__ark,Music,8300000.0,Indonesia,1700000.0,2100000.0
oohsehun,Music,22900000.0,Indonesia,1900000.0,2400000.0
ozuna,Music,22200000.0,Spain,167100.0,225300.0
pablogavi,Music,3300000.0,United States,0.0,841600.0
paollaoliveirareal,Cinema & Actors/actresses,33600000.0,Brazil,127600.0,167400.0
parineetichopra,Cinema & Actors/actresses,35200000.0,India,357500.0,412100.0
paulodybala,Sports with a ball,45800000.0,Argentina,662900.0,1100000.0
paulolondra,Music,12600000.0,Argentina,1200000.0,1900000.0
paulpogba,Sports with a ball,52800000.0,Brazil,353400.0,628500.0
paulwalker,Cinema & Actors/actresses,14600000.0,India,217200.0,297800.0
paulwesley,Cinema & Actors/actresses,12200000.0,Brazil,640000.0,958000.0
pefabiodemelo,Lifestyle,25500000.0,Brazil,81600.0,122900.0
perrieedwards,Modeling,14500000.0,Brazil,523100.0,816700.0
perspolis,Sports with a ball,7600000.0,Iran,276500.0,393200.0
pewdiepie,Computers & Gadgets,21900000.0,United States,1200000.0,1400000.0
peytonlist,Cinema & Actors/actresses,19700000.0,United States,360000.0,541500.0
pharrell,Music,13500000.0,United States,126400.0,181100.0
phil.coutinho,Sports with a ball,24500000.0,Brazil,456200.0,740900.0
phoebejtonkin,Beauty,8200000.0,United States,236800.0,338600.0
phs1116,Business & Careers,9500000.0,Indonesia,2000000.0,2600000.0
playboicarti,Music,8000000.0,United States,1200000.0,2100000.0
playstation,Computers & Gadgets,28900000.0,United States,80500.0,99300.0
pokimanelol,Lifestyle,6000000.0,United States,526700.0,694800.0
pokrov90,Shows,7300000.0,Russia,350300.0,408100.0
polo.capalot,Music,10200000.0,United States,416900.0,685700.0
pooorblack,Music,4000000.0,Iran,530000.0,687400.0
porsche,Cars & Motorbikes,26400000.0,United States,97100.0,124400.0
postmalone,Music,22300000.0,United States,407300.0,623100.0
prattprattpratt,Cinema & Actors/actresses,35500000.0,United States,193000.0,250900.0
premierleague,Sports with a ball,55400000.0,United Kingdom,49500.0,69500.0
prideofgypsies,Cinema & Actors/actresses,16800000.0,United States,141000.0,181300.0
prillylatuconsina96,Cinema & Actors/actresses,46600000.0,Indonesia,56400.0,81600.0
priyankachopra,Cinema & Actors/actresses,75700000.0,India,643000.0,778200.0
psg,Sports with a ball,58000000.0,Brazil,295800.0,495000.0
pubity,Humor & Fun & Happiness,31600000.0,United States,214500.0,313300.0
pugachevmark,Cars & Motorbikes,10000000.0,Russia,358100.0,525900.0
quackity,Music,3200000.0,United States,666400.0,819100.0
quavohuncho,Music,20800000.0,United States,103000.0,170100.0
raashiikhanna,Cinema & Actors/actresses,8100000.0,India,256600.0,305900.0
rachel_mypark,Cinema & Actors/actresses,9700000.0,Indonesia,784600.0,977100.0
rachelvennya,Kids & Toys,6700000.0,Indonesia,176400.0,372500.0
rafaelnadal,Sports with a ball,14000000.0,Spain,228700.0,286300.0
rafaeluccman,Lifestyle,8600000.0,Brazil,227100.0,472900.0
rafakalimann,Modeling,22800000.0,Brazil,90900.0,163300.0
raffinagita1717,Shows,60600000.0,Indonesia,37400.0,52500.0
rahulkl,Sports with a ball,11900000.0,India,676900.0,788500.0
raisa6690,Music,30400000.0,Indonesia,60600.0,94000.0
rakulpreet,Cinema & Actors/actresses,19200000.0,India,334100.0,392500.0
ranveersingh,Cinema & Actors/actresses,38900000.0,India,314700.0,408400.0
raphaelvarane,Sports with a ball,18400000.0,Spain,200800.0,301400.0
rashmika_mandanna,Beauty,30000000.0,India,1700000.0,2000000.0
ratantata,Business & Careers,5900000.0,India,952200.0,1100000.0
rauwalejandro,Music,13700000.0,Spain,382400.0,553000.0
realbarbarapalvin,Modeling,17500000.0,Russia,480200.0,649000.0
realhinakhan,Cinema & Actors/actresses,16700000.0,India,189500.0,233600.0
realmadrid,Sports with a ball,113000000.0,Spain,407200.0,563100.0
realshadmehr,Music,7600000.0,Iran,330200.0,460800.0
realstraykids,Music,20100000.0,Indonesia,1700000.0,2000000.0
redvelvet.smtown,Music,11400000.0,Indonesia,327900.0,398900.0
reesewitherspoon,Cinema & Actors/actresses,27600000.0,United States,152500.0,183700.0
regejean,Music,5500000.0,Brazil,473600.0,750300.0
renebaebae,Lifestyle,9900000.0,Indonesia,1400000.0,1700000.0
residente,Music,8700000.0,Colombia,480400.0,743900.0
reynmen,Music,7000000.0,Turkey,418000.0,531500.0
rezagolzar,Cinema & Actors/actresses,11700000.0,Iran,178500.0,263100.0
riaricis1795,Lifestyle,30300000.0,Indonesia,868200.0,1100000.0
ricky_martin,Music,16700000.0,Argentina,141200.0,190400.0
rishabpant,Sports with a ball,6100000.0,India,496500.0,589600.0
riteishd,Art/Artists,13800000.0,India,282200.0,328900.0
riyadmahrez26.7,Sports with a ball,8500000.0,Algeria,333900.0,429900.0
riyaz.14,Lifestyle,26100000.0,India,399800.0,519500.0
rizkybillar,Shows,12600000.0,Indonesia,322100.0,414800.0
rizkyfbian,Music,12300000.0,Indonesia,133100.0,203600.0
rkive,Music,31300000.0,United States,8600000.0,8600000.0
robertdowneyjr,Cinema & Actors/actresses,51900000.0,India,1600000.0,2100000.0
roberto_firmino,Sports with a ball,13200000.0,Brazil,144600.0,214900.0
rockstargames,Computers & Gadgets,22300000.0,United States,108500.0,135200.0
rogerfederer,Sports with a ball,9200000.0,Spain,484700.0,627900.0
rohitsharma45,Sports with a ball,23300000.0,India,1100000.0,1200000.0
rohittt_09_,Shows,21200000.0,India,788700.0,1100000.0
romanreigns,Music,6000000.0,India,383100.0,497400.0
romeosantos,Music,19000000.0,United States,225000.0,277900.0
ronaldinho,Sports with a ball,65100000.0,Brazil,183800.0,317000.0
rosalia.vt,Music,19500000.0,Spain,737000.0,967100.0
roses_are_rosie,Music,57500000.0,Indonesia,4800000.0,5500000.0
ross_lynch,Music,10000000.0,United States,348300.0,695500.0
ruben_onsu,Cinema & Actors/actresses,37900000.0,Indonesia,64200.0,79500.0
rubyrose,Modeling,18800000.0,United States,171300.0,225700.0
rupertgrint,Music,4700000.0,Brazil,579000.0,821500.0
sabrinacarpenter,Music,27100000.0,Brazil,1100000.0,1300000.0
sachintendulkar,Sports with a ball,33500000.0,India,333400.0,399900.0
sadiesink_,Modeling,15300000.0,Brazil,1200000.0,1700000.0
sadiomaneofficiel,Sports with a ball,10400000.0,United Kingdom,350700.0,500300.0
saharghoreyshiofficialpage,Lifestyle,10700000.0,Iran,193800.0,283900.0
saipallavi.senthamarai,Music,5300000.0,India,819500.0,939300.0
salmahayek,Cinema & Actors/actresses,20900000.0,United States,212100.0,262500.0
samantharuthprabhuoffl,Beauty,22900000.0,India,584900.0,701500.0
samoylovaoxana,Family,15200000.0,Russia,897600.0,1200000.0
samsmith,Music,14600000.0,United States,223900.0,328400.0
sanchooo10,Sports with a ball,8300000.0,United Kingdom,411400.0,719600.0
sandrinna_11,Lifestyle,10400000.0,Indonesia,252200.0,321600.0
saraalikhan95,Cinema & Actors/actresses,39700000.0,India,247900.0,302000.0
sarahhyland,Cinema & Actors/actresses,9100000.0,United States,223000.0,278900.0
sarwendah29,Music,30800000.0,Indonesia,75400.0,89200.0
sav.labrant,Family,7000000.0,United States,597100.0,798400.0
saweetie,Cinema & Actors/actresses,13100000.0,United States,144700.0,336200.0
sebastianyatra,Music,29300000.0,Argentina,219300.0,305600.0
selenagomez,Music,308200000.0,United States,3300000.0,4400000.0
sergioramos,Sports with a ball,49700000.0,Spain,606900.0,930300.0
serna_amini,Music,7600000.0,Iran,1300000.0,1800000.0
shahidkapoor,Cinema & Actors/actresses,33500000.0,India,506700.0,574100.0
shakira,Music,71900000.0,India,691100.0,947200.0
shawnmendes,Music,67400000.0,Brazil,809300.0,1200000.0
shaymitchell,Beauty,32600000.0,United States,304800.0,426300.0
shehnaazgill,Cinema & Actors/actresses,11300000.0,India,396800.0,496300.0
shikhardofficial,Sports with a ball,10800000.0,India,261000.0,298400.0
shraddhakapoor,Cinema & Actors/actresses,70500000.0,India,1100000.0,1300000.0
shreyaghoshal,Music,23700000.0,India,127700.0,142500.0
shreyas41,Sports with a ball,5900000.0,India,461700.0,575700.0
shxxbi131,Music,3700000.0,Indonesia,585100.0,687300.0
sidhu_moosewala,Music,6900000.0,India,366600.0,445100.0
sidmalhotra,Cinema & Actors/actresses,18700000.0,India,602400.0,750000.0
simaria,Music,27600000.0,Brazil,223500.0,326200.0
simoneses,Music,33700000.0,Brazil,327800.0,412200.0
sinavaliollah,Shows,6800000.0,Iran,376400.0,474700.0
sincerooficial,Humor & Fun & Happiness,21100000.0,Brazil,109500.0,212600.0
sivakarthikeyan,Music,4500000.0,India,470600.0,554600.0
skawngur,Cinema & Actors/actresses,17800000.0,Indonesia,1800000.0,2500000.0
skuukzky,Clothing & Outfits,17500000.0,Indonesia,871400.0,1100000.0
smriti_mandhana,Sports with a ball,5900000.0,India,550900.0,637700.0
snoopdogg,Lifestyle,71800000.0,United States,60900.0,85500.0
sofiaalcastro,Shows,8500000.0,Colombia,427400.0,582700.0
sofiavergara,Cinema & Actors/actresses,24800000.0,United States,109000.0,143000.0
sommerray,Modeling,26700000.0,United States,242300.0,381300.0
somsomi0309,Music,13900000.0,Indonesia,894600.0,1100000.0
sonamkapoor,Fashion,31900000.0,India,145800.0,173500.0
songkang_b,Music,13600000.0,Mexico,2000000.0,2800000.0
sonu_sood,Cinema & Actors/actresses,14100000.0,India,321300.0,367600.0
soohyun_k216,Music,13300000.0,Indonesia,1300000.0,1600000.0
sooyaaa__,Music,58600000.0,Indonesia,4700000.0,5400000.0
sooyoungchoi,Beauty,6900000.0,Indonesia,348900.0,420700.0
sophiedee,Adult content,11600000.0,United States,186300.0,248000.0
sophiet,Cinema & Actors/actresses,14900000.0,United States,515900.0,693700.0
soueunavida,Humor & Fun & Happiness,17500000.0,Brazil,204600.0,389500.0
sound_of_coups,Music,3300000.0,Indonesia,751600.0,964100.0
soydannyalfaro,Beauty,8000000.0,Mexico,329400.0,377400.0
soyneiva,Adult content,11400000.0,Brazil,212900.0,285900.0
spacex,Science,13300000.0,United States,201000.0,244900.0
sportscenter,Sports with a ball,30000000.0,United States,125800.0,224200.0
ssinz7,Music,13500000.0,Indonesia,1300000.0,1600000.0
staceysolomon,Family,5100000.0,United Kingdom,409700.0,493600.0
starwars,Cinema & Actors/actresses,14900000.0,United States,182000.0,231400.0
staskaranikolaou,Lifestyle,10800000.0,United States,179400.0,264100.0
stephencurry30,Sports with a ball,41100000.0,United States,565700.0,757600.0
sthefanematos,Lifestyle,9700000.0,Brazil,256800.0,590200.0
strangerthingstv,Cinema & Actors/actresses,15600000.0,Brazil,433200.0,579500.0
subo_m,Shows,9000000.0,Russia,294200.0,360400.0
suga_bighitentertainment,Lifestyle,7900000.0,Indonesia,1200000.0,1400000.0
sunnyleone,Beauty,51500000.0,India,312800.0,421700.0
superstar_dewasi99,Music,8700000.0,India,294700.0,466500.0
sureshraina3,Modeling,19100000.0,India,328700.0,371300.0
sydney_sweeney,Lifestyle,11800000.0,United States,1800000.0,3400000.0
syifahadjureal,Modeling,14900000.0,Indonesia,295700.0,365000.0
sza,Music,11600000.0,United States,748600.0,1300000.0
t22felton,Music,11900000.0,United States,223400.0,289400.0
taehyung.bighitentertainment,Management & Marketing,10300000.0,Indonesia,2000000.0,2100000.0
taeoxo_nct,Music,8800000.0,Indonesia,1300000.0,1800000.0
taeyeon_ss,Music,18300000.0,South Korea,762000.0,925800.0
taina,Music,15600000.0,Brazil,478300.0,998900.0
tamannaahspeaks,Music,15900000.0,India,344400.0,401900.0
tamerhosny,Music,22000000.0,Egypt,110500.0,134100.0
tatawerneck,Cinema & Actors/actresses,52100000.0,Brazil,80800.0,123500.0
taylor_hill,Art/Artists,18900000.0,United States,115500.0,172900.0
taylorswift,Music,204700000.0,Brazil,2300000.0,3100000.0
tchalamet,Cinema & Actors/actresses,17500000.0,United States,2300000.0,3800000.0
teddysphotos,Music,37700000.0,United States,161000.0,219800.0
tejasswiprakash,Beauty,5500000.0,India,424700.0,513400.0
tenlee_1001,Music,9400000.0,Indonesia,1100000.0,1400000.0
teyanataylor,Music,14600000.0,United States,153900.0,261200.0
thariqhalilintar,Shows,6500000.0,Indonesia,476900.0,590200.0
thebursin,Cinema & Actors/actresses,10300000.0,Russia,891200.0,1200000.0
thedeverakonda,Cinema & Actors/actresses,14800000.0,India,984900.0,1200000.0
theellenshow,Shows,116800000.0,United States,29200.0,33300.0
theestallion,Music,28200000.0,United States,504000.0,879900.0
thefatjewish,Humor & Fun & Happiness,10100000.0,United States,186900.0,244400.0
thegirljt,Music,5100000.0,United States,234400.0,641800.0
thehughjackman,Cinema & Actors/actresses,30300000.0,United States,107100.0,122400.0
thenameisyash,Cinema & Actors/actresses,5900000.0,India,813100.0,964900.0
thenewclassic,Music,15800000.0,United States,233600.0,378200.0
thenotoriousmma,Fitness & Gym,45000000.0,United States,435400.0,631500.0
therealcalebmclaughlin,Cinema & Actors/actresses,11100000.0,Brazil,278700.0,398600.0
therealjosephmorgan,Cinema & Actors/actresses,7800000.0,Brazil,411300.0,514100.0
therock,Cinema & Actors/actresses,307000000.0,India,303400.0,396000.0
theshilpashetty,Cinema & Actors/actresses,24800000.0,India,107100.0,124000.0
theweeknd,Music,37500000.0,United States,725800.0,983900.0
thiagosilva,Sports with a ball,18900000.0,Brazil,122800.0,207200.0
thv,Music,38100000.0,United States,12200000.0,12200000.0
tiagopzk,Music,4300000.0,Argentina,333400.0,761600.0
tiffanyyoungofficial,Modeling,11600000.0,Indonesia,240500.0,301200.0
tigerjackieshroff,Cinema & Actors/actresses,33800000.0,India,331600.0,405000.0
timatiofficial,Music,18000000.0,Russia,151200.0,202400.0
tinistoessel,Music,17400000.0,Argentina,631400.0,844700.0
todayis_wendy,Music,6300000.0,Indonesia,1100000.0,1300000.0
tombrady,Sports with a ball,11800000.0,United States,458600.0,847900.0
tomcruise,Cinema & Actors/actresses,6200000.0,India,465000.0,645700.0
tommyinnit,Lifestyle,3600000.0,France,724800.0,817400.0
toni.kr8s,Sports with a ball,31900000.0,Germany,178800.0,244100.0
travisscott,Music,44800000.0,United States,1400000.0,2100000.0
trentarnold66,Lifestyle,6600000.0,United Kingdom,298900.0,438300.0
trippieredd,Music,12800000.0,United States,530700.0,1000000.0
troyesivan,Art/Artists,12600000.0,United States,157200.0,225600.0
trueno,Music,6700000.0,Argentina,479200.0,745700.0
twicetagram,Music,24600000.0,Indonesia,1300000.0,1600000.0
txt_bighit,Music,11700000.0,Indonesia,637800.0,804900.0
tyga,Music,32400000.0,United States,689200.0,1000000.0
tylerrjoseph,Music,5500000.0,United States,628200.0,941300.0
uarmyhope,Music,32200000.0,South Korea,8000000.0,8000000.0
urassayas,Cinema & Actors/actresses,11400000.0,Thailand,181600.0,220800.0
urstrulymahesh,Cinema & Actors/actresses,8100000.0,India,527500.0,580400.0
ursulolita,Cinema & Actors/actresses,24600000.0,Brazil,2000000.0,2900000.0
urvashirautela,Cinema & Actors/actresses,46400000.0,India,193400.0,229900.0
valentinazenere,Modeling,8500000.0,Brazil,259000.0,315400.0
valeyellow46,Racing Sports,13300000.0,Indonesia,310500.0,405300.0
vancityreynolds,Cinema & Actors/actresses,42400000.0,United States,325200.0,422400.0
vanessahudgens,Cinema & Actors/actresses,44800000.0,United States,161100.0,262300.0
vanessalopesr_,Lifestyle,10600000.0,Brazil,171900.0,559700.0
vanessamorgan,Music,9400000.0,United States,422300.0,600500.0
varundvn,Cinema & Actors/actresses,40900000.0,India,403400.0,492300.0
veradijkmans,Adult content,5100000.0,United States,390300.0,548600.0
vickykaushal09,Cinema & Actors/actresses,13200000.0,India,1300000.0,1500000.0
victoriajustice,Music,21800000.0,United States,226200.0,309800.0
viihtube,Cinema & Actors/actresses,22900000.0,Brazil,148000.0,279900.0
vindiesel,Cinema & Actors/actresses,79000000.0,Brazil,440500.0,568500.0
vinijr,Sports with a ball,15800000.0,Brazil,909400.0,1500000.0
vinniehacker,Lifestyle,5600000.0,United States,687000.0,1400000.0
violets.tv,Adult content,13500000.0,Italy,221300.0,303500.0
virat.kohli,Sports with a ball,188100000.0,India,3100000.0,3400000.0
virgilvandijk,Sports with a ball,11500000.0,United Kingdom,235400.0,333600.0
virginia,Shows,35800000.0,Brazil,1400000.0,2100000.0
vivi,Beauty,13100000.0,Brazil,200000.0,328400.0
vousmevoyez,Music,10100000.0,Indonesia,366600.0,475800.0
warriors,Lifestyle,22200000.0,United States,81700.0,112800.0
watanabenaomi703,Cinema & Actors/actresses,9700000.0,Japan,339000.0,361000.0
waynerooney,Sports with a ball,15500000.0,United Kingdom,139800.0,201400.0
wdohwan,Cinema & Actors/actresses,4400000.0,Indonesia,504800.0,669000.0
whinderssonnunes,Humor & Fun & Happiness,57900000.0,Brazil,988300.0,1500000.0
wi__wi__wi,Music,10200000.0,South Korea,1100000.0,1400000.0
wilbursoot,Music,3200000.0,United States,687500.0,883100.0
willevy,Shows,10200000.0,Brazil,382900.0,514400.0
willsmith,Cinema & Actors/actresses,62400000.0,United States,1900000.0,2400000.0
willyrex,Shows,8600000.0,Spain,324100.0,385100.0
winmetawin,Lifestyle,11700000.0,Philippines,1300000.0,1500000.0
wizkidayo,Music,14200000.0,Nigeria,243300.0,473400.0
wolfiecindy,Modeling,6900000.0,United States,226500.0,376700.0
wos.ds3,Music,6300000.0,Argentina,371200.0,567400.0
wwiinn_7,Music,7000000.0,Indonesia,1300000.0,1500000.0
xavi,Sports with a ball,8100000.0,Spain,419400.0,629100.0
xeesoxee,Lifestyle,8900000.0,Indonesia,1300000.0,1700000.0
xsqueezie,Music,7600000.0,France,519400.0,607300.0
xuminghao_o,Music,4300000.0,Indonesia,615900.0,776200.0
xxxibgdrgn,Photography,20600000.0,Indonesia,785300.0,999100.0
xxxtentacion,Music,20200000.0,United States,11800000.0,20800000.0
yailinlamasviralreal,Music,4300000.0,United States,0.0,859600.0
yangyang_x2,Music,6100000.0,Indonesia,863400.0,1100000.0
yaocabrera,Music,12200000.0,Argentina,256000.0,556100.0
yasminabdelaziz_,Cinema & Actors/actresses,15400000.0,Egypt,185700.0,219900.0
yasmine_sabri,Cinema & Actors/actresses,18400000.0,Egypt,158400.0,222800.0
yastunes,Music,8000000.0,Iran,644000.0,894000.0
yawnzzn,Music,7400000.0,United States,0.0,4300000.0
yefersoncossio,Lifestyle,8800000.0,Colombia,257000.0,376600.0
yejinhand,Cinema & Actors/actresses,6000000.0,Indonesia,537100.0,699000.0
yellow_3to3,Music,5200000.0,Indonesia,1600000.0,2000000.0
yerimiese,Lifestyle,10100000.0,Indonesia,620300.0,768100.0
yihyun_1208,Music,5400000.0,South Korea,1300000.0,1600000.0
ykaaar,Music,5100000.0,Italy,968100.0,1300000.0
yoona__lim,Cinema & Actors/actresses,13200000.0,Indonesia,571600.0,683200.0
yooncy1,Music,4900000.0,South Korea,1100000.0,1300000.0
youngdae0302,Music,3800000.0,Indonesia,561400.0,741400.0
yugyeom,Music,10800000.0,Thailand,634200.0,821700.0
yungmiami305,Lifestyle,5300000.0,United States,184600.0,547800.0
yuu_taa_1026,Music,7900000.0,Indonesia,1000000.0,1300000.0
yuyacst,Modeling,17100000.0,Mexico,389800.0,598200.0
yuzi_chahal23,Lifestyle,7500000.0,India,311500.0,379500.0
zacefron,Cinema & Actors/actresses,52100000.0,United States,598700.0,869300.0
zachking,Shows,24500000.0,Indonesia,413900.0,637700.0
zayn,Music,44900000.0,India,3700000.0,5800000.0
zefelipecantor,Music,23100000.0,Brazil,278100.0,487800.0
zelenskiy_official,Cinema & Actors/actresses,16400000.0,Ukraine,174000.0,208100.0
zendaya,Cinema & Actors/actresses,136100000.0,United States,6400000.0,8600000.0
zidane,Sports with a ball,31200000.0,Spain,546000.0,744100.0
zkdlin,Music,13900000.0,Indonesia,1300000.0,1600000.0
zoeisabellakravitz,Cinema & Actors/actresses,8200000.0,United States,583000.0,885500.0
zoesugg,Lifestyle,9400000.0,United Kingdom,208700.0,289300.0
